Chidamber-Kemerer metrics,Wed, 1 May 2024 02:22:47 GMT-05:00
Class,CBO,DIT,LCOM,NOC,RFC,WMC
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder,6,2,2,0,26,13
org.apache.pdfbox.pdmodel.common.function.type4.Operator,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.pdmodel.common.function.type4.Operators,47,1,1,0,5,2
org.apache.pdfbox.pdmodel.common.function.type4.Parser,3,1,1,0,4,2
org.apache.pdfbox.pdmodel.common.function.type4.Parser.AbstractSyntaxHandler,2,1,3,1,3,3
org.apache.pdfbox.pdmodel.common.function.type4.Parser.State,1,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.common.function.type4.Parser.SyntaxHandler,n/a,n/a,n/a,n/a,4,n/a
org.apache.pdfbox.pdmodel.common.function.type4.Parser.Tokenizer,3,1,1,0,20,34
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators,0,1,0,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.AbstractNumberComparisonOperator,6,1,1,4,5,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Eq,4,1,1,1,7,3
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ge,2,2,1,0,2,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Gt,2,2,1,0,2,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Le,2,2,1,0,2,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Lt,2,2,1,0,2,1
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ne,2,2,1,0,2,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators,0,1,0,0,1,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Copy,3,1,1,0,8,2
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Dup,3,1,1,0,4,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Exch,3,1,1,0,4,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Index,3,1,1,0,8,2
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Pop,3,1,1,0,3,1
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Roll,3,1,1,0,8,8
org.apache.pdfbox.pdmodel.common.function.type4.TestOperators,2,3,38,0,56,40
org.apache.pdfbox.pdmodel.common.function.type4.TestParser,2,3,4,0,12,4
org.apache.pdfbox.pdmodel.common.function.type4.Type4Tester,6,1,2,0,24,10
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject,15,2,3,3,35,27
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject,5,3,3,0,28,12
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkInfo,4,1,1,0,12,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference,6,1,1,0,15,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference,10,1,1,0,13,10
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDParentTreeValue,6,1,1,0,6,4
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement,21,2,18,0,98,90
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElementTest,11,1,1,0,20,9
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode,14,1,1,2,45,51
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureTreeRoot,15,2,5,0,32,20
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserAttributeObject,6,3,2,0,23,11
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty,5,2,1,0,30,24
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions,2,1,1,0,20,14
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDMarkedContent,8,1,4,1,22,21
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDPropertyList,15,1,2,2,9,6
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle,8,1,1,0,24,15
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,5,2,4,0,17,13
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject,6,5,6,0,33,21
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours,7,1,1,0,20,17
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject,10,4,29,1,129,135
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDListAttributeObject,4,4,1,0,14,6
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject,3,4,3,0,21,12
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject,16,3,23,4,54,47
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDTableAttributeObject,4,4,5,0,30,18
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.StandardStructureTypes,0,1,0,0,11,3
org.apache.pdfbox.pdmodel.encryption.AccessPermission,17,1,1,0,28,41
org.apache.pdfbox.pdmodel.encryption.DecryptionMaterial,6,1,0,2,0,0
org.apache.pdfbox.pdmodel.encryption.InvalidPasswordException,3,4,0,0,2,1
org.apache.pdfbox.pdmodel.encryption.MessageDigests,3,1,3,0,6,4
org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary,8,1,1,0,17,11
org.apache.pdfbox.pdmodel.encryption.PDEncryption,19,1,1,1,66,57
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary,2,2,0,0,4,2
org.apache.pdfbox.pdmodel.encryption.ProtectionPolicy,10,1,2,2,5,5
org.apache.pdfbox.pdmodel.encryption.PublicKeyDecryptionMaterial,3,2,1,0,13,8
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy,6,2,2,0,12,7
org.apache.pdfbox.pdmodel.encryption.PublicKeyRecipient,5,1,2,0,4,4
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler,20,2,1,0,141,38
org.apache.pdfbox.pdmodel.encryption.RC4Cipher,2,1,1,0,11,15
org.apache.pdfbox.pdmodel.encryption.SaslPrep,1,1,1,0,26,25
org.apache.pdfbox.pdmodel.encryption.SecurityHandler,24,1,5,2,95,66
org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory,8,1,1,0,14,8
org.apache.pdfbox.pdmodel.encryption.SecurityProvider,9,1,1,0,7,4
org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial,3,2,1,0,2,2
org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy,6,2,3,0,7,7
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler,21,2,1,0,147,109
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation,33,1,3,14,145,121
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,7,2,1,0,28,13
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle,7,2,1,0,36,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFileAttachment,4,2,0,0,7,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText,8,2,1,0,51,29
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationHighlight,5,3,0,0,7,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationInk,7,2,1,0,29,12
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,8,2,1,0,59,53
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLink,5,2,0,0,19,5
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon,6,2,1,0,34,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolyline,7,2,1,0,43,28
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSound,4,2,0,0,7,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare,7,2,1,0,36,15
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly,5,3,0,0,7,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp,11,2,1,0,55,45
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut,5,3,0,0,7,3
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTest,5,1,1,0,17,4
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationText,5,2,1,0,18,12
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTextMarkup,9,2,1,4,18,9
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationUnderline,5,3,0,0,7,3
org.apache.pdfbox.pdmodel.fdf.FDFCatalog,9,1,1,0,21,13
org.apache.pdfbox.pdmodel.fdf.FDFDictionary,34,1,1,0,86,68
org.apache.pdfbox.pdmodel.fdf.FDFDocument,15,1,6,0,56,24
org.apache.pdfbox.pdmodel.fdf.FDFField,26,1,1,0,94,103
org.apache.pdfbox.pdmodel.fdf.FDFFieldTest,7,1,4,0,20,5
org.apache.pdfbox.pdmodel.fdf.FDFIconFit,6,1,1,0,22,14
org.apache.pdfbox.pdmodel.fdf.FDFJavaScript,11,1,1,0,28,19
org.apache.pdfbox.pdmodel.fdf.FDFNamedPageReference,6,1,1,0,13,7
org.apache.pdfbox.pdmodel.fdf.FDFOptionElement,5,1,1,0,14,8
org.apache.pdfbox.pdmodel.fdf.FDFPage,8,1,1,0,20,10
org.apache.pdfbox.pdmodel.fdf.FDFPageInfo,3,1,1,0,4,3
org.apache.pdfbox.pdmodel.fdf.FDFTemplate,8,1,1,0,23,12
org.apache.pdfbox.pdmodel.fdf.XMLUtil,1,1,2,0,5,3
org.apache.pdfbox.pdmodel.fixup.AbstractFixup,4,1,0,2,1,1
org.apache.pdfbox.pdmodel.fixup.AcroFormDefaultFixup,9,2,1,0,14,4
org.apache.pdfbox.pdmodel.fixup.PDDocumentFixup,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.pdmodel.fixup.processor.AbstractProcessor,5,1,0,3,1,1
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormDefaultsProcessor,9,2,1,0,20,9
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormGenerateAppearancesProcessor,5,2,1,0,11,3
org.apache.pdfbox.pdmodel.fixup.processor.AcroFormOrphanWidgetsProcessor,22,2,1,0,46,28
org.apache.pdfbox.pdmodel.fixup.processor.PDDocumentProcessor,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.pdmodel.font.CIDFontMapping,7,2,2,0,5,3
org.apache.pdfbox.pdmodel.font.CIDSystemInfo,4,1,3,0,5,5
org.apache.pdfbox.pdmodel.font.CMapManager,4,1,2,0,12,5
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider,25,2,1,0,115,58
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.FSFontInfo,16,2,8,1,40,30
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider.FSIgnored,3,3,0,0,2,1
org.apache.pdfbox.pdmodel.font.FontCache,5,1,1,0,7,3
org.apache.pdfbox.pdmodel.font.FontFormat,5,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.font.FontInfo,10,1,9,1,14,15
org.apache.pdfbox.pdmodel.font.FontMapper,n/a,n/a,n/a,n/a,3,n/a
org.apache.pdfbox.pdmodel.font.FontMapperImpl,21,1,2,0,89,88
org.apache.pdfbox.pdmodel.font.FontMapperImpl.DefaultFontProvider,3,1,0,0,1,0
org.apache.pdfbox.pdmodel.font.FontMapperImpl.FontMatch,2,1,1,0,3,2
org.apache.pdfbox.pdmodel.font.FontMappers,8,1,1,0,3,4
org.apache.pdfbox.pdmodel.font.FontMappers.DefaultFontMapper,3,1,0,0,1,0
org.apache.pdfbox.pdmodel.font.FontMapping,10,1,2,1,3,3
org.apache.pdfbox.pdmodel.font.FontProvider,4,1,2,1,2,0
org.apache.pdfbox.pdmodel.font.PDCIDFont,27,1,4,2,40,49
org.apache.pdfbox.pdmodel.font.PDCIDFontType0,32,2,4,0,82,51
org.apache.pdfbox.pdmodel.font.PDCIDFontType0.FF3ByteSource,5,1,1,0,4,1
org.apache.pdfbox.pdmodel.font.PDCIDFontType2,36,2,2,0,84,51
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder,23,2,1,0,76,72
org.apache.pdfbox.pdmodel.font.PDCIDFontType2Embedder.State,1,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.font.PDCIDSystemInfo,8,1,1,0,12,7
org.apache.pdfbox.pdmodel.font.PDFont,101,1,7,2,95,62
org.apache.pdfbox.pdmodel.font.PDFontDescriptor,46,1,1,0,90,90
org.apache.pdfbox.pdmodel.font.PDFontFactory,19,1,2,0,23,18
org.apache.pdfbox.pdmodel.font.PDFontLike,n/a,n/a,n/a,n/a,12,n/a
org.apache.pdfbox.pdmodel.font.PDFontTest,23,1,7,0,103,17
org.apache.pdfbox.pdmodel.font.PDMMType1Font,3,4,0,0,2,1
org.apache.pdfbox.pdmodel.font.PDPanose,4,1,1,0,5,3
org.apache.pdfbox.pdmodel.font.PDPanoseClassification,6,1,1,0,13,13
org.apache.pdfbox.pdmodel.font.PDSimpleFont,37,2,8,4,64,53
org.apache.pdfbox.pdmodel.font.PDTrueTypeFont,45,3,7,0,105,85
org.apache.pdfbox.pdmodel.font.PDTrueTypeFontEmbedder,14,2,2,0,32,7
org.apache.pdfbox.pdmodel.font.PDType0Font,44,2,11,0,116,73
org.apache.pdfbox.pdmodel.font.PDType1CFont,27,3,4,0,90,50
org.apache.pdfbox.pdmodel.font.PDType1CFont.FF3ByteSource,5,1,1,0,4,1
org.apache.pdfbox.pdmodel.font.PDType1Font,65,3,5,1,109,73
org.apache.pdfbox.pdmodel.font.PDType1FontEmbedder,19,1,5,0,65,9
org.apache.pdfbox.pdmodel.font.PDType3CharProc,20,1,3,0,34,21
org.apache.pdfbox.pdmodel.font.PDType3Font,33,3,11,0,82,59
org.apache.pdfbox.pdmodel.font.PDVectorFont,n/a,n/a,n/a,n/a,2,n/a
org.apache.pdfbox.pdmodel.font.Standard14Fonts,7,1,1,0,21,12
org.apache.pdfbox.pdmodel.font.Subsetter,n/a,n/a,n/a,n/a,2,n/a
org.apache.pdfbox.pdmodel.font.TestFontEmbedding,19,3,3,0,76,12
org.apache.pdfbox.pdmodel.font.TestFontEmbedding.TrueTypeEmbedderTester,5,2,1,0,3,2
org.apache.pdfbox.pdmodel.font.TestFontEncoding,13,3,3,0,34,3
org.apache.pdfbox.pdmodel.font.TestToUnicodeWriter,1,3,7,0,23,7
org.apache.pdfbox.pdmodel.font.ToUnicodeWriter,5,1,1,0,33,19
org.apache.pdfbox.pdmodel.font.TrueTypeEmbedder,24,1,1,3,105,34
org.apache.pdfbox.pdmodel.font.UniUtil,4,1,1,0,5,6
org.apache.pdfbox.pdmodel.font.encoding.BuiltInEncoding,3,2,2,0,8,4
org.apache.pdfbox.pdmodel.font.encoding.DictionaryEncoding,10,2,2,0,24,19
org.apache.pdfbox.pdmodel.font.encoding.Encoding,32,1,3,9,16,16
org.apache.pdfbox.pdmodel.font.encoding.GlyphList,20,1,4,0,41,29
org.apache.pdfbox.pdmodel.font.encoding.MacExpertEncoding,4,2,2,0,5,4
org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding,4,3,1,0,5,3
org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding,9,2,2,1,5,4
org.apache.pdfbox.pdmodel.font.encoding.StandardEncoding,8,2,2,0,5,4
org.apache.pdfbox.pdmodel.font.encoding.SymbolEncoding,5,2,2,0,6,4
org.apache.pdfbox.pdmodel.font.encoding.Type1Encoding,9,2,3,0,13,7
org.apache.pdfbox.pdmodel.font.encoding.WinAnsiEncoding,12,2,2,0,6,6
org.apache.pdfbox.pdmodel.font.encoding.ZapfDingbatsEncoding,5,2,2,0,6,4
org.apache.pdfbox.pdmodel.graphics.PDFontSetting,9,1,1,0,16,8
org.apache.pdfbox.pdmodel.graphics.PDLineDashPattern,14,1,1,0,13,6
org.apache.pdfbox.pdmodel.graphics.PDLineDashPatternTest,4,1,1,0,12,1
org.apache.pdfbox.pdmodel.graphics.PDPostScriptXObject,5,2,0,0,2,1
org.apache.pdfbox.pdmodel.graphics.PDXObject,50,1,2,3,26,15
org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite,3,1,2,0,7,6
org.apache.pdfbox.pdmodel.graphics.blend.BlendComposite.BlendCompositeContext,4,1,2,0,26,22
org.apache.pdfbox.pdmodel.graphics.blend.BlendMode,15,1,3,2,18,46
org.apache.pdfbox.pdmodel.graphics.blend.BlendModeTest,2,1,1,0,6,3
org.apache.pdfbox.pdmodel.graphics.blend.NonSeparableBlendMode,2,2,1,4,2,1
org.apache.pdfbox.pdmodel.graphics.blend.SeparableBlendMode,2,2,1,12,2,1
org.apache.pdfbox.pdmodel.graphics.color.PDCIEBasedColorSpace,4,2,2,2,11,5
org.apache.pdfbox.pdmodel.graphics.color.PDCIEDictionaryBasedColorSpace,11,3,2,3,22,14
org.apache.pdfbox.pdmodel.graphics.color.PDCalGray,9,4,5,0,23,12
org.apache.pdfbox.pdmodel.graphics.color.PDCalRGB,9,4,5,0,29,16
org.apache.pdfbox.pdmodel.graphics.color.PDColor,68,1,1,0,23,16
org.apache.pdfbox.pdmodel.graphics.color.PDColorSpace,82,1,10,4,54,39
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYK,18,3,6,1,35,19
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYKTest,2,3,1,0,2,1
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceCMYKTest.CustomDeviceCMYK,2,4,0,0,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceColorSpace,7,2,1,3,4,2
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceGray,27,3,7,0,16,10
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceN,18,3,4,0,78,60
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNAttributes,9,1,1,0,30,14
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceNProcess,8,1,1,0,19,10
org.apache.pdfbox.pdmodel.graphics.color.PDDeviceRGB,35,3,7,0,14,8
org.apache.pdfbox.pdmodel.graphics.color.PDGamma,9,1,1,0,16,10
org.apache.pdfbox.pdmodel.graphics.color.PDICCBased,32,3,4,0,98,74
org.apache.pdfbox.pdmodel.graphics.color.PDICCBasedTest,2,1,1,0,8,2
org.apache.pdfbox.pdmodel.graphics.color.PDIndexed,21,3,5,0,53,33
org.apache.pdfbox.pdmodel.graphics.color.PDJPXColorSpace,5,2,5,0,15,10
org.apache.pdfbox.pdmodel.graphics.color.PDLab,10,4,4,0,37,24
org.apache.pdfbox.pdmodel.graphics.color.PDLabTest,8,3,1,0,37,1
org.apache.pdfbox.pdmodel.graphics.color.PDOutputIntent,11,1,2,0,26,13
org.apache.pdfbox.pdmodel.graphics.color.PDPattern,16,3,9,0,21,13
org.apache.pdfbox.pdmodel.graphics.color.PDSeparation,19,3,6,0,49,29
org.apache.pdfbox.pdmodel.graphics.color.PDSpecialColorSpace,6,2,1,4,1,1
org.apache.pdfbox.pdmodel.graphics.color.PDTristimulus,8,1,1,0,16,11
org.apache.pdfbox.pdmodel.graphics.form.PDFormXObject,69,2,9,2,45,27
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroup,14,3,0,0,6,3
org.apache.pdfbox.pdmodel.graphics.form.PDTransparencyGroupAttributes,8,1,1,0,13,8
org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory,15,1,1,0,49,58
org.apache.pdfbox.pdmodel.graphics.image.CCITTFactoryTest,10,3,1,0,60,14
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory,17,1,1,0,81,43
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactory.Dimensions,1,1,0,0,0,0
org.apache.pdfbox.pdmodel.graphics.image.JPEGFactoryTest,11,3,1,0,62,20
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory,19,1,1,0,33,28
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.PredictorEncoder,15,1,1,0,54,50
org.apache.pdfbox.pdmodel.graphics.image.LosslessFactoryTest,11,3,1,0,101,39
org.apache.pdfbox.pdmodel.graphics.image.PDImage,n/a,n/a,n/a,n/a,24,n/a
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObject,57,2,13,0,155,114
org.apache.pdfbox.pdmodel.graphics.image.PDImageXObjectTest,6,1,1,0,44,21
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImage,20,1,3,0,69,54
org.apache.pdfbox.pdmodel.graphics.image.PDInlineImageTest,12,3,1,0,60,16
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter,23,1,1,0,66,105
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.Chunk,3,1,1,0,2,1
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.MultipleInputStream,1,2,1,0,9,11
org.apache.pdfbox.pdmodel.graphics.image.PNGConverter.PNGConverterState,3,1,0,0,1,0
org.apache.pdfbox.pdmodel.graphics.image.PNGConverterTest,18,1,3,0,99,28
org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader,10,1,1,0,75,79
org.apache.pdfbox.pdmodel.graphics.image.ValidateXImage,18,1,4,0,76,22
org.apache.pdfbox.pdmodel.graphics.image.ValidateXImage.NullOutputStream,1,2,1,0,1,1
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup,12,2,1,0,17,15
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentGroup.RenderState,3,n/a,3,n/a,7,4
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentMembershipDictionary,6,2,1,0,20,12
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties,15,1,1,0,39,48
org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties.BaseState,3,n/a,3,n/a,7,4
org.apache.pdfbox.pdmodel.graphics.optionalcontent.TestOptionalContentGroups,18,3,1,0,82,13
org.apache.pdfbox.pdmodel.graphics.pattern.PDAbstractPattern,20,1,3,2,26,14
org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern,7,2,3,0,14,11
org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern,24,2,9,0,37,22
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext,8,2,1,0,41,24
org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint,4,2,2,0,9,3
org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch,6,2,2,0,19,19
org.apache.pdfbox.pdmodel.graphics.shading.CoordinateColorPair,4,1,0,0,2,1
org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve,2,1,3,0,13,9
org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext,6,3,1,2,11,5
org.apache.pdfbox.pdmodel.graphics.shading.IntPoint,2,3,0,0,7,7
org.apache.pdfbox.pdmodel.graphics.shading.Line,4,1,2,0,8,13
org.apache.pdfbox.pdmodel.graphics.shading.PDMeshBasedShadingType,13,4,2,2,42,23
org.apache.pdfbox.pdmodel.graphics.shading.PDShading,36,1,5,3,50,46
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1,8,2,4,0,17,9
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType2,10,2,5,1,14,12
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType3,7,3,2,0,5,3
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4,14,3,3,1,34,19
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType5,12,3,3,0,31,17
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType6,8,5,4,0,9,5
org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType7,8,5,4,0,9,5
org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType,13,2,3,2,40,23
org.apache.pdfbox.pdmodel.graphics.shading.Patch,9,1,6,2,20,16
org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext,6,3,1,2,11,5
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext,9,2,1,0,44,33
org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint,4,2,2,0,9,3
org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle,11,1,2,0,25,23
org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,8,1,4,4,14,9
org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint,9,1,2,7,3,3
org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch,5,2,2,0,20,33
org.apache.pdfbox.pdmodel.graphics.shading.TriangleBasedShadingContext,10,2,3,2,35,22
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext,7,2,1,0,25,12
org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingPaint,4,2,2,0,9,3
org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingContext,5,4,0,0,8,1
org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingPaint,4,2,2,0,9,3
org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingContext,5,4,0,0,7,1
org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingPaint,4,2,2,0,9,3
org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingContext,4,4,0,0,2,1
org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingPaint,4,2,2,0,9,3
org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext,4,4,0,0,2,1
org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingPaint,4,2,2,0,9,3
org.apache.pdfbox.pdmodel.graphics.shading.Vertex,4,1,0,0,8,4
org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState,30,1,1,0,102,84
org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,48,1,23,0,82,64
org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask,14,1,3,0,15,19
org.apache.pdfbox.pdmodel.graphics.state.PDTextState,19,1,9,0,21,19
org.apache.pdfbox.pdmodel.graphics.state.RenderingIntent,4,n/a,2,n/a,6,5
org.apache.pdfbox.pdmodel.graphics.state.RenderingIntentTest,2,1,5,0,12,7
org.apache.pdfbox.pdmodel.graphics.state.RenderingMode,10,n/a,5,n/a,8,6
org.apache.pdfbox.pdmodel.interactive.action.OpenMode,3,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.action.PDAction,39,1,1,14,22,12
org.apache.pdfbox.pdmodel.interactive.action.PDActionEmbeddedGoTo,12,2,4,0,25,21
org.apache.pdfbox.pdmodel.interactive.action.PDActionFactory,29,1,1,0,18,17
org.apache.pdfbox.pdmodel.interactive.action.PDActionGoTo,16,2,1,0,14,7
org.apache.pdfbox.pdmodel.interactive.action.PDActionHide,6,2,1,0,12,6
org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData,5,2,1,0,9,4
org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript,16,2,1,0,11,7
org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch,8,2,1,0,33,26
org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie,4,2,1,0,8,4
org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed,3,2,1,0,8,4
org.apache.pdfbox.pdmodel.interactive.action.PDActionRemoteGoTo,9,2,1,0,25,19
org.apache.pdfbox.pdmodel.interactive.action.PDActionResetForm,6,2,1,0,12,7
org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,8,2,1,0,25,21
