,Class,DIT,LCOM,RFC,WMC,Version
3216,org.apache.pdfbox.examples.pdmodel.HelloWorldTTF,1.0,1.0,19,3.0,2.0.28
3217,org.apache.pdfbox.examples.pdmodel.HelloWorldType1,1.0,1.0,20,3.0,2.0.28
3218,org.apache.pdfbox.examples.pdmodel.ImageToPDF,1.0,1.0,15,4.0,2.0.28
3219,org.apache.pdfbox.examples.pdmodel.PrintBookmarks,1.0,1.0,20,16.0,2.0.28
3220,org.apache.pdfbox.examples.pdmodel.PrintDocumentMetaData,1.0,1.0,27,8.0,2.0.28
3221,org.apache.pdfbox.examples.pdmodel.PrintURLs,1.0,1.0,32,14.0,2.0.28
3222,org.apache.pdfbox.examples.pdmodel.RemoveFirstPage,1.0,1.0,13,7.0,2.0.28
3223,org.apache.pdfbox.examples.pdmodel.ReplaceURLs,1.0,1.0,14,9.0,2.0.28
3224,org.apache.pdfbox.examples.pdmodel.RubberStamp,1.0,1.0,19,7.0,2.0.28
3225,org.apache.pdfbox.examples.pdmodel.RubberStampWithImage,1.0,1.0,51,9.0,2.0.28
3226,org.apache.pdfbox.examples.pdmodel.ShowColorBoxes,1.0,1.0,23,3.0,2.0.28
3227,org.apache.pdfbox.examples.pdmodel.ShowTextWithPositioning,1.0,1.0,38,7.0,2.0.28
3228,org.apache.pdfbox.examples.pdmodel.SuperimposePage,1.0,1.0,28,4.0,2.0.28
3229,org.apache.pdfbox.examples.pdmodel.TestCreateGradientShadingPDF,1.0,1.0,15,3.0,2.0.28
3230,org.apache.pdfbox.examples.pdmodel.TestCreateSignature,1.0,2.0,246,42.0,2.0.28
3231,org.apache.pdfbox.examples.pdmodel.TestEmbeddedFiles,1.0,1.0,11,1.0,2.0.28
3232,org.apache.pdfbox.examples.pdmodel.TestHelloWorld,1.0,1.0,15,4.0,2.0.28
3233,org.apache.pdfbox.examples.pdmodel.TestRubberStampWithImage,1.0,1.0,25,7.0,2.0.28
3234,org.apache.pdfbox.examples.pdmodel.UsingTextMatrix,1.0,1.0,25,9.0,2.0.28
3235,org.apache.pdfbox.examples.printing.OpaquePDFRenderer,2.0,2.0,17,4.0,2.0.28
3236,org.apache.pdfbox.examples.printing.OpaquePDFRenderer.OpaqueDrawObject,3.0,2.0,16,8.0,2.0.28
3237,org.apache.pdfbox.examples.printing.OpaquePDFRenderer.OpaquePageDrawer,4.0,0.0,3,1.0,2.0.28
3238,org.apache.pdfbox.examples.printing.Printing,1.0,5.0,39,14.0,2.0.28
3239,org.apache.pdfbox.examples.rendering.CustomGraphicsStreamEngine,3.0,3.0,38,20.0,2.0.28
3240,org.apache.pdfbox.examples.rendering.CustomPageDrawer,1.0,1.0,8,1.0,2.0.28
3241,org.apache.pdfbox.examples.rendering.CustomPageDrawer.MyPDFRenderer,2.0,1.0,4,2.0,2.0.28
3242,org.apache.pdfbox.examples.rendering.CustomPageDrawer.MyPageDrawer,4.0,3.0,34,6.0,2.0.28
3243,org.apache.pdfbox.examples.signature.CMSProcessableInputStream,1.0,2.0,9,5.0,2.0.28
3244,org.apache.pdfbox.examples.signature.CreateEmbeddedTimeStamp,1.0,1.0,42,17.0,2.0.28
3245,org.apache.pdfbox.examples.signature.CreateEmptySignatureForm,1.0,1.0,25,2.0,2.0.28
3246,org.apache.pdfbox.examples.signature.CreateSignature,2.0,1.0,51,16.0,2.0.28
3247,org.apache.pdfbox.examples.signature.CreateSignatureBase,1.0,2.0,34,13.0,2.0.28
3248,org.apache.pdfbox.examples.signature.CreateSignedTimeStamp,1.0,2.0,36,11.0,2.0.28
3249,org.apache.pdfbox.examples.signature.CreateSignedTimestampBase,1.0,1.0,6,3.0,2.0.28
3250,org.apache.pdfbox.examples.signature.CreateVisibleSignature,2.0,1.0,98,30.0,2.0.28
3251,org.apache.pdfbox.examples.signature.CreateVisibleSignature2,2.0,1.0,156,43.0,2.0.28
3252,org.apache.pdfbox.examples.signature.ShowSignature,1.0,1.0,108,49.0,2.0.28
3253,org.apache.pdfbox.examples.signature.SigUtils,1.0,5.0,90,40.0,2.0.28
3254,org.apache.pdfbox.examples.signature.TSAClient,1.0,1.0,38,13.0,2.0.28
3255,org.apache.pdfbox.examples.signature.ValidationTimeStamp,1.0,1.0,27,7.0,2.0.28
3256,org.apache.pdfbox.examples.signature.cert.CRLVerifier,1.0,1.0,69,26.0,2.0.28
3257,org.apache.pdfbox.examples.signature.cert.CertificateVerificationException,3.0,0.0,4,2.0,2.0.28
3258,org.apache.pdfbox.examples.signature.cert.CertificateVerificationResult,1.0,3.0,5,5.0,2.0.28
3259,org.apache.pdfbox.examples.signature.cert.CertificateVerifier,1.0,1.0,78,34.0,2.0.28
3260,org.apache.pdfbox.examples.signature.cert.OcspHelper,1.0,1.0,98,51.0,2.0.28
3261,org.apache.pdfbox.examples.signature.cert.OcspHelper.SHA1DigestCalculator,1.0,2.0,10,3.0,2.0.28
3262,org.apache.pdfbox.examples.signature.cert.RevokedCertificateException,3.0,1.0,4,3.0,2.0.28
3263,org.apache.pdfbox.examples.signature.validation.AddValidationInformation,1.0,1.0,131,48.0,2.0.28
3264,org.apache.pdfbox.examples.signature.validation.CertInformationCollector,1.0,1.0,56,22.0,2.0.28
3265,org.apache.pdfbox.examples.signature.validation.CertInformationCollector.CertSignatureInformation,1.0,10.0,11,11.0,2.0.28
3266,org.apache.pdfbox.examples.signature.validation.CertInformationHelper,1.0,3.0,23,16.0,2.0.28
3267,org.apache.pdfbox.examples.signature.validation.CertificateProccessingException,3.0,0.0,2,1.0,2.0.28
3268,org.apache.pdfbox.examples.util.AddWatermarkText,1.0,1.0,36,10.0,2.0.28
3269,org.apache.pdfbox.examples.util.ConnectedInputStream,2.0,1.0,20,10.0,2.0.28
3270,org.apache.pdfbox.examples.util.DrawPrintTextLocations,4.0,1.0,98,29.0,2.0.28
3271,org.apache.pdfbox.examples.util.ExtractTextByArea,1.0,1.0,15,5.0,2.0.28
3272,org.apache.pdfbox.examples.util.ExtractTextSimple,1.0,1.0,23,7.0,2.0.28
3273,org.apache.pdfbox.examples.util.PDFHighlighter,4.0,1.0,34,11.0,2.0.28
3274,org.apache.pdfbox.examples.util.PDFMergerExample,1.0,1.0,44,5.0,2.0.28
3275,org.apache.pdfbox.examples.util.PrintImageLocations,2.0,1.0,29,10.0,2.0.28
3276,org.apache.pdfbox.examples.util.PrintTextColors,4.0,2.0,25,6.0,2.0.28
3277,org.apache.pdfbox.examples.util.PrintTextLocations,4.0,2.0,24,7.0,2.0.28
3278,org.apache.pdfbox.examples.util.RemoveAllText,1.0,1.0,38,17.0,2.0.28
3279,org.apache.pdfbox.examples.util.SplitBooklet,1.0,1.0,26,7.0,2.0.28
3280,org.apache.pdfbox.filter.ASCII85Filter,2.0,2.0,9,2.0,2.0.28
3281,org.apache.pdfbox.filter.ASCII85InputStream,3.0,6.0,13,29.0,2.0.28
3282,org.apache.pdfbox.filter.ASCII85OutputStream,3.0,1.0,14,24.0,2.0.28
3283,org.apache.pdfbox.filter.ASCIIHexFilter,2.0,2.0,11,11.0,2.0.28
3284,org.apache.pdfbox.filter.CCITTFaxDecoderStream,3.0,3.0,31,85.0,2.0.28
3285,org.apache.pdfbox.filter.CCITTFaxDecoderStream.Node,1.0,1.0,3,5.0,2.0.28
3286,org.apache.pdfbox.filter.CCITTFaxDecoderStream.Tree,1.0,1.0,5,12.0,2.0.28
3287,org.apache.pdfbox.filter.CCITTFaxEncoderStream,2.0,1.0,18,52.0,2.0.28
3288,org.apache.pdfbox.filter.CCITTFaxEncoderStream.Code,1.0,0.0,1,1.0,2.0.28
3289,org.apache.pdfbox.filter.CCITTFaxFilter,2.0,1.0,19,14.0,2.0.28
3290,org.apache.pdfbox.filter.CryptFilter,2.0,1.0,9,4.0,2.0.28
3291,org.apache.pdfbox.filter.DCTFilter,2.0,2.0,67,39.0,2.0.28
3292,org.apache.pdfbox.filter.DecodeOptions,1.0,6.0,18,16.0,2.0.28
3293,org.apache.pdfbox.filter.DecodeOptions.FinalDecodeOptions,2.0,6.0,9,7.0,2.0.28
3294,org.apache.pdfbox.filter.DecodeResult,1.0,2.0,6,5.0,2.0.28
3295,org.apache.pdfbox.filter.Filter,1.0,4.0,28,13.0,2.0.28
3296,org.apache.pdfbox.filter.FilterFactory,1.0,1.0,10,5.0,2.0.28
3297,org.apache.pdfbox.filter.FlateFilter,2.0,2.0,27,8.0,2.0.28
3298,org.apache.pdfbox.filter.IdentityFilter,2.0,2.0,5,2.0,2.0.28
3299,org.apache.pdfbox.filter.JBIG2Filter,2.0,2.0,47,12.0,2.0.28
3300,org.apache.pdfbox.filter.JPXFilter,2.0,2.0,50,16.0,2.0.28
3301,org.apache.pdfbox.filter.LZWFilter,2.0,2.0,33,27.0,2.0.28
3302,org.apache.pdfbox.filter.MissingImageReaderException,4.0,0.0,2,1.0,2.0.28
3303,org.apache.pdfbox.filter.Predictor,1.0,3.0,11,35.0,2.0.28
3304,org.apache.pdfbox.filter.Predictor.PredictorOutputStream,3.0,2.0,16,11.0,2.0.28
3305,org.apache.pdfbox.filter.PredictorTest,1.0,2.0,6,2.0,2.0.28
3306,org.apache.pdfbox.filter.RunLengthDecodeFilter,2.0,2.0,9,8.0,2.0.28
3307,org.apache.pdfbox.filter.TestFilters,3.0,2.0,27,13.0,2.0.28
3308,org.apache.pdfbox.io.IOUtils,1.0,4.0,13,11.0,2.0.28
3309,org.apache.pdfbox.io.MemoryUsageSetting,1.0,4.0,17,30.0,2.0.28
3310,org.apache.pdfbox.io.RandomAccessBuffer,1.0,1.0,37,56.0,2.0.28
3311,org.apache.pdfbox.io.RandomAccessBufferedFileInputStream,2.0,2.0,39,38.0,2.0.28
3312,org.apache.pdfbox.io.RandomAccessFile,1.0,1.0,33,21.0,2.0.28
3313,org.apache.pdfbox.io.RandomAccessInputStream,2.0,1.0,14,11.0,2.0.28
3314,org.apache.pdfbox.io.RandomAccessOutputStream,2.0,1.0,7,4.0,2.0.28
3315,org.apache.pdfbox.io.ScratchFile,1.0,1.0,66,53.0,2.0.28
3316,org.apache.pdfbox.io.ScratchFileBuffer,1.0,1.0,34,49.0,2.0.28
3317,org.apache.pdfbox.io.ScratchFileBufferTest,1.0,1.0,9,2.0,2.0.28
3318,org.apache.pdfbox.io.TestIOUtils,3.0,1.0,8,1.0,2.0.28
3319,org.apache.pdfbox.io.TestRandomAccessBuffer,3.0,3.0,23,27.0,2.0.28
3320,org.apache.pdfbox.io.TestRandomAccessOutputStream,3.0,1.0,21,5.0,2.0.28
3321,org.apache.pdfbox.io.UnmodifiableCOSDictionaryTest,1.0,1.0,47,12.0,2.0.28
3322,org.apache.pdfbox.multipdf.LayerUtility,1.0,1.0,84,23.0,2.0.28
3323,org.apache.pdfbox.multipdf.MergeAcroFormsTest,1.0,1.0,39,12.0,2.0.28
3324,org.apache.pdfbox.multipdf.MergeAnnotationsTest,1.0,1.0,32,6.0,2.0.28
3325,org.apache.pdfbox.multipdf.Overlay,1.0,1.0,123,94.0,2.0.28
3326,org.apache.pdfbox.multipdf.Overlay.LayoutPage,1.0,0.0,1,1.0,2.0.28
3327,org.apache.pdfbox.multipdf.PDFCloneUtility,1.0,1.0,39,38.0,2.0.28
3328,org.apache.pdfbox.multipdf.PDFCloneUtilityTest,3.0,2.0,34,3.0,2.0.28
3329,org.apache.pdfbox.multipdf.PDFMergerUtility,1.0,1.0,241,201.0,2.0.28
3330,org.apache.pdfbox.multipdf.PDFMergerUtilityTest,3.0,1.0,131,66.0,2.0.28
3331,org.apache.pdfbox.multipdf.PDFMergerUtilityTest.ElementCounter,1.0,1.0,6,7.0,2.0.28
3332,org.apache.pdfbox.multipdf.PageExtractor,1.0,1.0,22,9.0,2.0.28
3333,org.apache.pdfbox.multipdf.PageExtractorTest,3.0,3.0,14,6.0,2.0.28
3334,org.apache.pdfbox.multipdf.Splitter,1.0,1.0,52,32.0,2.0.28
3335,org.apache.pdfbox.multipdf.TestLayerUtility,3.0,1.0,50,7.0,2.0.28
3336,org.apache.pdfbox.pdfparser.BaseParser,1.0,1.0,100,156.0,2.0.28
3337,org.apache.pdfbox.pdfparser.COSParser,2.0,1.0,230,364.0,2.0.28
3338,org.apache.pdfbox.pdfparser.EndstreamOutputStream,4.0,1.0,7,15.0,2.0.28
3339,org.apache.pdfbox.pdfparser.EndstreamOutputStreamTest,1.0,2.0,28,2.0,2.0.28
3340,org.apache.pdfbox.pdfparser.FDFParser,3.0,2.0,29,15.0,2.0.28
3341,org.apache.pdfbox.pdfparser.InputStreamSource,1.0,1.0,21,17.0,2.0.28
3342,org.apache.pdfbox.pdfparser.InputStreamSourceTest,1.0,5.0,18,5.0,2.0.28
3343,org.apache.pdfbox.pdfparser.PDFObjectStreamParser,2.0,1.0,30,14.0,2.0.28
3344,org.apache.pdfbox.pdfparser.PDFObjectStreamParserTest,1.0,1.0,16,1.0,2.0.28
3345,org.apache.pdfbox.pdfparser.PDFParser,3.0,2.0,37,18.0,2.0.28
3346,org.apache.pdfbox.pdfparser.PDFStreamParser,2.0,1.0,59,54.0,2.0.28
3347,org.apache.pdfbox.pdfparser.PDFStreamParserTest,3.0,1.0,16,4.0,2.0.28
3348,org.apache.pdfbox.pdfparser.PDFXRefStream,1.0,2.0,45,36.0,2.0.28
3349,org.apache.pdfbox.pdfparser.PDFXRefStream.FreeReference,1.0,0.0,0,0.0,2.0.28
3350,org.apache.pdfbox.pdfparser.PDFXRefStream.NormalReference,1.0,0.0,0,0.0,2.0.28
3351,org.apache.pdfbox.pdfparser.PDFXRefStream.ObjectStreamReference,1.0,0.0,0,0.0,2.0.28
3352,org.apache.pdfbox.pdfparser.PDFXrefStreamParser,2.0,1.0,25,18.0,2.0.28
3353,org.apache.pdfbox.pdfparser.PDFXrefStreamParser.ObjectNumbers,1.0,2.0,12,10.0,2.0.28
3354,org.apache.pdfbox.pdfparser.RandomAccessSource,1.0,1.0,21,12.0,2.0.28
3355,org.apache.pdfbox.pdfparser.RandomAccessSourceTest,1.0,5.0,19,5.0,2.0.28
3356,org.apache.pdfbox.pdfparser.TestPDFParser,1.0,3.0,66,28.0,2.0.28
3357,org.apache.pdfbox.pdfparser.XrefTrailerResolver,1.0,1.0,44,33.0,2.0.28
3358,org.apache.pdfbox.pdfparser.XrefTrailerResolver.XrefTrailerObj,1.0,1.0,4,2.0,2.0.28
3359,org.apache.pdfbox.pdfwriter.COSStandardOutputStream,3.0,3.0,15,12.0,2.0.28
3360,org.apache.pdfbox.pdfwriter.COSWriter,1.0,1.0,185,152.0,2.0.28
3361,org.apache.pdfbox.pdfwriter.COSWriterTest,1.0,1.0,8,4.0,2.0.28
3362,org.apache.pdfbox.pdfwriter.COSWriterXRefEntry,1.0,5.0,13,14.0,2.0.28
3363,org.apache.pdfbox.pdfwriter.COSWriterXRefEntryTest,1.0,1.0,5,1.0,2.0.28
3364,org.apache.pdfbox.pdfwriter.ContentStreamWriter,1.0,4.0,27,25.0,2.0.28
3365,org.apache.pdfbox.pdfwriter.ContentStreamWriterTest,1.0,5.0,32,8.0,2.0.28
3366,org.apache.pdfbox.pdmodel.DefaultResourceCache,1.0,7.0,19,21.0,2.0.28
3367,org.apache.pdfbox.pdmodel.MissingResourceException,4.0,0.0,2,1.0,2.0.28
3368,org.apache.pdfbox.pdmodel.PDAbstractContentStream,1.0,1.0,158,163.0,2.0.28
3369,org.apache.pdfbox.pdmodel.PDAppearanceContentStream,2.0,3.0,33,33.0,2.0.28
3370,org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode,2.0,2.0,8,5.0,2.0.28
3371,org.apache.pdfbox.pdmodel.PDDocument,1.0,6.0,220,140.0,2.0.28
3372,org.apache.pdfbox.pdmodel.PDDocumentCatalog,1.0,1.0,99,75.0,2.0.28
3373,org.apache.pdfbox.pdmodel.PDDocumentInformation,1.0,1.0,40,27.0,2.0.28
3374,org.apache.pdfbox.pdmodel.PDDocumentNameDestinationDictionary,1.0,1.0,7,6.0,2.0.28
3375,org.apache.pdfbox.pdmodel.PDDocumentNameDictionary,1.0,1.0,17,14.0,2.0.28
3376,org.apache.pdfbox.pdmodel.PDEmbeddedFilesNameTreeNode,2.0,2.0,7,4.0,2.0.28
3377,org.apache.pdfbox.pdmodel.PDFormContentStream,2.0,0.0,5,1.0,2.0.28
3378,org.apache.pdfbox.pdmodel.PDJavascriptNameTreeNode,2.0,2.0,8,5.0,2.0.28
3379,org.apache.pdfbox.pdmodel.PDPage,1.0,2.0,104,92.0,2.0.28
3380,org.apache.pdfbox.pdmodel.PDPageContentStream,1.0,1.0,233,245.0,2.0.28
3381,org.apache.pdfbox.pdmodel.PDPageTree,1.0,1.0,58,58.0,2.0.28
3382,org.apache.pdfbox.pdmodel.PDPageTree.PageIterator,1.0,2.0,23,12.0,2.0.28
3383,org.apache.pdfbox.pdmodel.PDPageTree.SearchContext,1.0,1.0,3,2.0,2.0.28
3384,org.apache.pdfbox.pdmodel.PDPatternContentStream,2.0,0.0,5,1.0,2.0.28
3385,org.apache.pdfbox.pdmodel.PDResources,1.0,1.0,94,104.0,2.0.28
3386,org.apache.pdfbox.pdmodel.PDStructureElementNameTreeNode,2.0,2.0,6,4.0,2.0.28
3387,org.apache.pdfbox.pdmodel.PageLayoutTest,1.0,2.0,12,3.0,2.0.28
3388,org.apache.pdfbox.pdmodel.PageModeTest,1.0,7.0,14,9.0,2.0.28
3389,org.apache.pdfbox.pdmodel.TestFDF,3.0,1.0,27,2.0,2.0.28
3390,org.apache.pdfbox.pdmodel.TestPDDocument,3.0,4.0,48,6.0,2.0.28
3391,org.apache.pdfbox.pdmodel.TestPDDocumentCatalog,1.0,5.0,31,10.0,2.0.28
3392,org.apache.pdfbox.pdmodel.TestPDDocumentInformation,3.0,2.0,29,4.0,2.0.28
3393,org.apache.pdfbox.pdmodel.TestPDPageAnnotationsFiltering,1.0,1.0,19,6.0,2.0.28
3394,org.apache.pdfbox.pdmodel.TestPDPageContentStream,3.0,3.0,45,5.0,2.0.28
3395,org.apache.pdfbox.pdmodel.TestPDPageTransitions,1.0,2.0,32,2.0,2.0.28
3396,org.apache.pdfbox.pdmodel.TestPDPageTree,1.0,1.0,20,10.0,2.0.28
3397,org.apache.pdfbox.pdmodel.common.COSArrayList,1.0,7.0,100,87.0,2.0.28
3398,org.apache.pdfbox.pdmodel.common.COSArrayListTest,1.0,1.0,63,19.0,2.0.28
3399,org.apache.pdfbox.pdmodel.common.COSDictionaryMap,1.0,4.0,50,28.0,2.0.28
3400,org.apache.pdfbox.pdmodel.common.PDDictionaryWrapper,1.0,1.0,8,7.0,2.0.28
3401,org.apache.pdfbox.pdmodel.common.PDIntegerNameTreeNode,2.0,2.0,6,4.0,2.0.28
3402,org.apache.pdfbox.pdmodel.common.PDMetadata,2.0,2.0,14,5.0,2.0.28
3403,org.apache.pdfbox.pdmodel.common.PDNameTreeNode,1.0,1.0,53,38.0,2.0.28
3404,org.apache.pdfbox.pdmodel.common.PDNumberTreeNode,1.0,1.0,52,37.0,2.0.28
3405,org.apache.pdfbox.pdmodel.common.PDObjectStream,2.0,4.0,19,10.0,2.0.28
3406,org.apache.pdfbox.pdmodel.common.PDPageLabelRange,1.0,1.0,18,12.0,2.0.28
3407,org.apache.pdfbox.pdmodel.common.PDPageLabels,1.0,1.0,41,26.0,2.0.28
3408,org.apache.pdfbox.pdmodel.common.PDPageLabels.LabelGenerator,1.0,2.0,24,19.0,2.0.28
3409,org.apache.pdfbox.pdmodel.common.PDRange,1.0,1.0,16,10.0,2.0.28
3410,org.apache.pdfbox.pdmodel.common.PDRectangle,1.0,1.0,45,22.0,2.0.28
3411,org.apache.pdfbox.pdmodel.common.PDStream,1.0,1.0,83,50.0,2.0.28
3412,org.apache.pdfbox.pdmodel.common.PDStreamTest,1.0,2.0,17,3.0,2.0.28
3413,org.apache.pdfbox.pdmodel.common.PDTypedDictionaryWrapper,2.0,1.0,8,3.0,2.0.28
3414,org.apache.pdfbox.pdmodel.common.TestEmbeddedFiles,3.0,2.0,25,5.0,2.0.28
3415,org.apache.pdfbox.pdmodel.common.TestPDNameTreeNode,3.0,1.0,15,6.0,2.0.28
3416,org.apache.pdfbox.pdmodel.common.TestPDNumberTreeNode,3.0,1.0,20,7.0,2.0.28
3417,org.apache.pdfbox.pdmodel.common.TestPDNumberTreeNode.PDTest,1.0,1.0,8,8.0,2.0.28
3418,org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification,2.0,1.0,40,52.0,2.0.28
3419,org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile,2.0,10.0,36,29.0,2.0.28
3420,org.apache.pdfbox.pdmodel.common.filespecification.PDFileSpecification,1.0,3.0,6,4.0,2.0.28
3421,org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification,2.0,1.0,7,5.0,2.0.28
3422,org.apache.pdfbox.pdmodel.common.function.PDFunction,1.0,5.0,38,38.0,2.0.28
3423,org.apache.pdfbox.pdmodel.common.function.PDFunctionType0,2.0,3.0,43,24.0,2.0.28
3424,org.apache.pdfbox.pdmodel.common.function.PDFunctionType0.Rinterpol,1.0,1.0,19,18.0,2.0.28
3425,org.apache.pdfbox.pdmodel.common.function.PDFunctionType2,2.0,2.0,20,12.0,2.0.28
3426,org.apache.pdfbox.pdmodel.common.function.PDFunctionType3,2.0,2.0,24,17.0,2.0.28
3427,org.apache.pdfbox.pdmodel.common.function.PDFunctionType4,2.0,2.0,22,6.0,2.0.28
3428,org.apache.pdfbox.pdmodel.common.function.PDFunctionTypeIdentity,2.0,3.0,7,5.0,2.0.28
3429,org.apache.pdfbox.pdmodel.common.function.TestPDFunctionType4,3.0,1.0,17,3.0,2.0.28
3430,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators,1.0,0.0,1,1.0,2.0.28
3431,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Abs,1.0,1.0,8,2.0,2.0.28
3432,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Add,1.0,1.0,6,3.0,2.0.28
3433,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Atan,1.0,1.0,6,2.0,2.0.28
3434,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Ceiling,1.0,1.0,6,2.0,2.0.28
3435,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cos,1.0,1.0,6,1.0,2.0.28
3436,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cvi,1.0,1.0,5,1.0,2.0.28
3437,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Cvr,1.0,1.0,5,1.0,2.0.28
3438,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Div,1.0,1.0,5,1.0,2.0.28
3439,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Exp,1.0,1.0,6,1.0,2.0.28
3440,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Floor,1.0,1.0,6,2.0,2.0.28
3441,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.IDiv,1.0,1.0,4,1.0,2.0.28
3442,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Ln,1.0,1.0,6,1.0,2.0.28
3443,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Log,1.0,1.0,6,1.0,2.0.28
3444,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mod,1.0,1.0,4,1.0,2.0.28
3445,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Mul,1.0,1.0,6,3.0,2.0.28
3446,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Neg,1.0,1.0,6,3.0,2.0.28
3447,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Round,1.0,1.0,7,2.0,2.0.28
3448,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sin,1.0,1.0,6,1.0,2.0.28
3449,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sqrt,1.0,1.0,6,2.0,2.0.28
3450,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Sub,1.0,1.0,6,3.0,2.0.28
3451,org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators.Truncate,1.0,1.0,6,2.0,2.0.28
3452,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators,1.0,0.0,1,1.0,2.0.28
3453,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.AbstractLogicalOperator,1.0,1.0,7,3.0,2.0.28
3454,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.And,2.0,2.0,2,2.0,2.0.28
3455,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Bitshift,1.0,1.0,5,2.0,2.0.28
3456,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.False,1.0,1.0,3,1.0,2.0.28
3457,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Not,1.0,1.0,5,3.0,2.0.28
3458,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Or,2.0,2.0,2,2.0,2.0.28
3459,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.True,1.0,1.0,3,1.0,2.0.28
3460,org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators.Xor,2.0,2.0,2,2.0,2.0.28
3461,org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators,1.0,0.0,1,1.0,2.0.28
3462,org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators.If,1.0,1.0,4,2.0,2.0.28
3463,org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators.IfElse,1.0,1.0,4,2.0,2.0.28
3464,org.apache.pdfbox.pdmodel.common.function.type4.ExecutionContext,1.0,2.0,9,6.0,2.0.28
3465,org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequence,1.0,1.0,17,10.0,2.0.28
3466,org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder,2.0,2.0,26,13.0,2.0.28
3467,org.apache.pdfbox.pdmodel.common.function.type4.Operators,1.0,1.0,5,2.0,2.0.28
3468,org.apache.pdfbox.pdmodel.common.function.type4.Parser,1.0,1.0,4,2.0,2.0.28
3469,org.apache.pdfbox.pdmodel.common.function.type4.Parser.AbstractSyntaxHandler,1.0,3.0,3,3.0,2.0.28
3470,org.apache.pdfbox.pdmodel.common.function.type4.Parser.Tokenizer,1.0,1.0,20,34.0,2.0.28
3471,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators,1.0,0.0,1,1.0,2.0.28
3472,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.AbstractNumberComparisonOperator,1.0,1.0,5,1.0,2.0.28
3473,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Eq,1.0,1.0,7,3.0,2.0.28
3474,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ge,2.0,1.0,2,1.0,2.0.28
3475,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Gt,2.0,1.0,2,1.0,2.0.28
3476,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Le,2.0,1.0,2,1.0,2.0.28
3477,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Lt,2.0,1.0,2,1.0,2.0.28
3478,org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators.Ne,2.0,1.0,2,1.0,2.0.28
3479,org.apache.pdfbox.pdmodel.common.function.type4.StackOperators,1.0,0.0,1,1.0,2.0.28
3480,org.apache.pdfbox.pdmodel.common.function.type4.StackOperators.Copy,1.0,1.0,8,2.0,2.0.28
