,Class,DIT,LCOM,RFC,WMC,Version
2945,org.apache.fontbox.ttf.TTFParser,1.0,1.0,66,47.0,2.0.28
2946,org.apache.fontbox.ttf.TTFSubsetter,1.0,1.0,198,107.0,2.0.28
2947,org.apache.fontbox.ttf.TTFSubsetterTest,1.0,6.0,55,11.0,2.0.28
2948,org.apache.fontbox.ttf.TTFTable,1.0,6.0,11,11.0,2.0.28
2949,org.apache.fontbox.ttf.TestCMapSubtable,1.0,1.0,11,1.0,2.0.28
2950,org.apache.fontbox.ttf.TestMemoryTTFDataStream,3.0,1.0,6,2.0,2.0.28
2951,org.apache.fontbox.ttf.TestTTFParser,1.0,2.0,24,4.0,2.0.28
2952,org.apache.fontbox.ttf.TrueTypeCollection,1.0,1.0,23,15.0,2.0.28
2953,org.apache.fontbox.ttf.TrueTypeFont,1.0,2.0,101,81.0,2.0.28
2954,org.apache.fontbox.ttf.TrueTypeFontCollectionTest,1.0,1.0,4,1.0,2.0.28
2955,org.apache.fontbox.ttf.VerticalHeaderTable,2.0,1.0,23,19.0,2.0.28
2956,org.apache.fontbox.ttf.VerticalMetricsTable,2.0,1.0,12,12.0,2.0.28
2957,org.apache.fontbox.ttf.VerticalOriginTable,2.0,1.0,12,6.0,2.0.28
2958,org.apache.fontbox.ttf.WGL4Names,1.0,0.0,3,2.0,2.0.28
2959,org.apache.fontbox.type1.DamagedFontException,4.0,0.0,2,1.0,2.0.28
2960,org.apache.fontbox.type1.Token,1.0,3.0,13,11.0,2.0.28
2961,org.apache.fontbox.type1.Type1Font,1.0,36.0,66,47.0,2.0.28
2962,org.apache.fontbox.type1.Type1Lexer,1.0,1.0,42,67.0,2.0.28
2963,org.apache.fontbox.type1.Type1LexerTest,1.0,1.0,23,9.0,2.0.28
2964,org.apache.fontbox.type1.Type1Parser,1.0,1.0,53,144.0,2.0.28
2965,org.apache.fontbox.util.BoundingBox,1.0,1.0,17,15.0,2.0.28
2966,org.apache.fontbox.util.Charsets,1.0,0.0,2,1.0,2.0.28
2967,org.apache.fontbox.util.autodetect.FontFileFinder,1.0,1.0,21,20.0,2.0.28
2968,org.apache.fontbox.util.autodetect.MacFontDirFinder,2.0,1.0,2,1.0,2.0.28
2969,org.apache.fontbox.util.autodetect.NativeFontDirFinder,1.0,1.0,7,4.0,2.0.28
2970,org.apache.fontbox.util.autodetect.OS400FontDirFinder,2.0,1.0,2,1.0,2.0.28
2971,org.apache.fontbox.util.autodetect.UnixFontDirFinder,2.0,1.0,2,1.0,2.0.28
2972,org.apache.fontbox.util.autodetect.WindowsFontDirFinder,1.0,1.0,21,15.0,2.0.28
2973,org.apache.pdfbox.ParallelParameterized,5.0,0.0,6,2.0,2.0.28
2974,org.apache.pdfbox.ParallelParameterized.FixedThreadPoolScheduler,1.0,1.0,13,4.0,2.0.28
2975,org.apache.pdfbox.contentstream.PDFGraphicsStreamEngine,2.0,14.0,16,2.0,2.0.28
2976,org.apache.pdfbox.contentstream.PDFStreamEngine,1.0,5.0,172,93.0,2.0.28
2977,org.apache.pdfbox.contentstream.operator.DrawObject,2.0,2.0,15,8.0,2.0.28
2978,org.apache.pdfbox.contentstream.operator.MissingOperandException,4.0,0.0,3,1.0,2.0.28
2979,org.apache.pdfbox.contentstream.operator.Operator,1.0,4.0,14,12.0,2.0.28
2980,org.apache.pdfbox.contentstream.operator.OperatorName,1.0,0.0,1,1.0,2.0.28
2981,org.apache.pdfbox.contentstream.operator.OperatorProcessor,1.0,4.0,7,6.0,2.0.28
2982,org.apache.pdfbox.contentstream.operator.color.SetColor,2.0,2.0,11,4.0,2.0.28
2983,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColor,3.0,2.0,8,4.0,2.0.28
2984,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColorN,4.0,1.0,1,1.0,2.0.28
2985,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColorSpace,2.0,2.0,10,4.0,2.0.28
2986,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceCMYKColor,4.0,2.0,7,2.0,2.0.28
2987,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceGrayColor,4.0,2.0,7,2.0,2.0.28
2988,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceRGBColor,4.0,2.0,7,2.0,2.0.28
2989,org.apache.pdfbox.contentstream.operator.color.SetStrokingColor,3.0,2.0,8,4.0,2.0.28
2990,org.apache.pdfbox.contentstream.operator.color.SetStrokingColorN,4.0,1.0,1,1.0,2.0.28
2991,org.apache.pdfbox.contentstream.operator.color.SetStrokingColorSpace,2.0,2.0,10,4.0,2.0.28
2992,org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceCMYKColor,4.0,2.0,7,2.0,2.0.28
2993,org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceGrayColor,4.0,2.0,7,2.0,2.0.28
2994,org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceRGBColor,4.0,2.0,7,2.0,2.0.28
2995,org.apache.pdfbox.contentstream.operator.graphics.AppendRectangleToPath,3.0,2.0,9,4.0,2.0.28
2996,org.apache.pdfbox.contentstream.operator.graphics.BeginInlineImage,3.0,2.0,7,3.0,2.0.28
2997,org.apache.pdfbox.contentstream.operator.graphics.ClipEvenOddRule,3.0,2.0,3,2.0,2.0.28
2998,org.apache.pdfbox.contentstream.operator.graphics.ClipNonZeroRule,3.0,2.0,3,2.0,2.0.28
2999,org.apache.pdfbox.contentstream.operator.graphics.CloseAndStrokePath,3.0,2.0,3,2.0,2.0.28
3000,org.apache.pdfbox.contentstream.operator.graphics.CloseFillEvenOddAndStrokePath,3.0,2.0,3,2.0,2.0.28
3001,org.apache.pdfbox.contentstream.operator.graphics.CloseFillNonZeroAndStrokePath,3.0,2.0,3,2.0,2.0.28
3002,org.apache.pdfbox.contentstream.operator.graphics.ClosePath,3.0,2.0,6,3.0,2.0.28
3003,org.apache.pdfbox.contentstream.operator.graphics.CurveTo,3.0,2.0,13,5.0,2.0.28
3004,org.apache.pdfbox.contentstream.operator.graphics.CurveToReplicateFinalPoint,3.0,2.0,9,4.0,2.0.28
3005,org.apache.pdfbox.contentstream.operator.graphics.CurveToReplicateInitialPoint,3.0,2.0,15,5.0,2.0.28
3006,org.apache.pdfbox.contentstream.operator.graphics.DrawObject,3.0,2.0,17,9.0,2.0.28
3007,org.apache.pdfbox.contentstream.operator.graphics.EndPath,3.0,2.0,3,2.0,2.0.28
3008,org.apache.pdfbox.contentstream.operator.graphics.FillEvenOddAndStrokePath,3.0,2.0,3,2.0,2.0.28
3009,org.apache.pdfbox.contentstream.operator.graphics.FillEvenOddRule,3.0,2.0,3,2.0,2.0.28
3010,org.apache.pdfbox.contentstream.operator.graphics.FillNonZeroAndStrokePath,3.0,2.0,3,2.0,2.0.28
3011,org.apache.pdfbox.contentstream.operator.graphics.FillNonZeroRule,3.0,2.0,3,2.0,2.0.28
3012,org.apache.pdfbox.contentstream.operator.graphics.GraphicsOperatorProcessor,2.0,1.0,2,1.0,2.0.28
3013,org.apache.pdfbox.contentstream.operator.graphics.LegacyFillNonZeroRule,4.0,1.0,1,1.0,2.0.28
3014,org.apache.pdfbox.contentstream.operator.graphics.LineTo,3.0,2.0,12,6.0,2.0.28
3015,org.apache.pdfbox.contentstream.operator.graphics.MoveTo,3.0,2.0,8,5.0,2.0.28
3016,org.apache.pdfbox.contentstream.operator.graphics.ShadingFill,3.0,2.0,6,4.0,2.0.28
3017,org.apache.pdfbox.contentstream.operator.graphics.StrokePath,3.0,2.0,3,2.0,2.0.28
3018,org.apache.pdfbox.contentstream.operator.markedcontent.BeginMarkedContentSequence,2.0,2.0,3,4.0,2.0.28
3019,org.apache.pdfbox.contentstream.operator.markedcontent.BeginMarkedContentSequenceWithProperties,2.0,2.0,3,5.0,2.0.28
3020,org.apache.pdfbox.contentstream.operator.markedcontent.DrawObject,2.0,2.0,15,7.0,2.0.28
3021,org.apache.pdfbox.contentstream.operator.markedcontent.EndMarkedContentSequence,2.0,2.0,3,2.0,2.0.28
3022,org.apache.pdfbox.contentstream.operator.state.Concatenate,2.0,2.0,11,4.0,2.0.28
3023,org.apache.pdfbox.contentstream.operator.state.EmptyGraphicsStackException,4.0,0.0,2,1.0,2.0.28
3024,org.apache.pdfbox.contentstream.operator.state.Restore,2.0,2.0,5,3.0,2.0.28
3025,org.apache.pdfbox.contentstream.operator.state.Save,2.0,2.0,3,2.0,2.0.28
3026,org.apache.pdfbox.contentstream.operator.state.SetFlatness,2.0,2.0,9,4.0,2.0.28
3027,org.apache.pdfbox.contentstream.operator.state.SetGraphicsStateParameters,2.0,2.0,12,5.0,2.0.28
3028,org.apache.pdfbox.contentstream.operator.state.SetLineCapStyle,2.0,2.0,8,3.0,2.0.28
3029,org.apache.pdfbox.contentstream.operator.state.SetLineDashPattern,2.0,2.0,11,8.0,2.0.28
3030,org.apache.pdfbox.contentstream.operator.state.SetLineJoinStyle,2.0,2.0,8,3.0,2.0.28
3031,org.apache.pdfbox.contentstream.operator.state.SetLineMiterLimit,2.0,2.0,8,3.0,2.0.28
3032,org.apache.pdfbox.contentstream.operator.state.SetLineWidth,2.0,2.0,8,3.0,2.0.28
3033,org.apache.pdfbox.contentstream.operator.state.SetMatrix,2.0,2.0,11,4.0,2.0.28
3034,org.apache.pdfbox.contentstream.operator.state.SetRenderingIntent,2.0,2.0,9,4.0,2.0.28
3035,org.apache.pdfbox.contentstream.operator.text.BeginText,2.0,2.0,6,2.0,2.0.28
3036,org.apache.pdfbox.contentstream.operator.text.EndText,2.0,2.0,5,2.0,2.0.28
3037,org.apache.pdfbox.contentstream.operator.text.MoveText,2.0,1.0,13,6.0,2.0.28
3038,org.apache.pdfbox.contentstream.operator.text.MoveTextSetLeading,2.0,2.0,10,4.0,2.0.28
3039,org.apache.pdfbox.contentstream.operator.text.NextLine,2.0,2.0,9,2.0,2.0.28
3040,org.apache.pdfbox.contentstream.operator.text.SetCharSpacing,2.0,2.0,10,4.0,2.0.28
3041,org.apache.pdfbox.contentstream.operator.text.SetFontAndSize,2.0,2.0,15,6.0,2.0.28
3042,org.apache.pdfbox.contentstream.operator.text.SetTextHorizontalScaling,2.0,2.0,9,4.0,2.0.28
3043,org.apache.pdfbox.contentstream.operator.text.SetTextLeading,2.0,2.0,9,4.0,2.0.28
3044,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,2.0,2.0,11,5.0,2.0.28
3045,org.apache.pdfbox.contentstream.operator.text.SetTextRise,2.0,2.0,8,4.0,2.0.28
3046,org.apache.pdfbox.contentstream.operator.text.SetWordSpacing,2.0,2.0,8,4.0,2.0.28
3047,org.apache.pdfbox.contentstream.operator.text.ShowText,2.0,2.0,7,5.0,2.0.28
3048,org.apache.pdfbox.contentstream.operator.text.ShowTextAdjusted,2.0,2.0,6,5.0,2.0.28
3049,org.apache.pdfbox.contentstream.operator.text.ShowTextLine,2.0,2.0,3,2.0,2.0.28
3050,org.apache.pdfbox.contentstream.operator.text.ShowTextLineAndSpace,2.0,2.0,6,3.0,2.0.28
3051,org.apache.pdfbox.cos.COSArray,2.0,3.0,67,67.0,2.0.28
3052,org.apache.pdfbox.cos.COSBase,1.0,3.0,5,4.0,2.0.28
3053,org.apache.pdfbox.cos.COSBoolean,2.0,3.0,12,11.0,2.0.28
3054,org.apache.pdfbox.cos.COSDictionary,2.0,4.0,155,158.0,2.0.28
3055,org.apache.pdfbox.cos.COSDictionaryTest,1.0,1.0,6,1.0,2.0.28
3056,org.apache.pdfbox.cos.COSDocument,2.0,9.0,81,68.0,2.0.28
3057,org.apache.pdfbox.cos.COSFloat,3.0,2.0,36,22.0,2.0.28
3058,org.apache.pdfbox.cos.COSInputStream,3.0,2.0,21,11.0,2.0.28
3059,org.apache.pdfbox.cos.COSInteger,3.0,5.0,17,16.0,2.0.28
3060,org.apache.pdfbox.cos.COSName,2.0,3.0,25,18.0,2.0.28
3061,org.apache.pdfbox.cos.COSNull,2.0,2.0,6,4.0,2.0.28
3062,org.apache.pdfbox.cos.COSNumber,2.0,5.0,15,12.0,2.0.28
3063,org.apache.pdfbox.cos.COSObject,2.0,5.0,20,19.0,2.0.28
3064,org.apache.pdfbox.cos.COSObjectKey,1.0,1.0,13,14.0,2.0.28
3065,org.apache.pdfbox.cos.COSObjectKeyTest,1.0,3.0,9,3.0,2.0.28
3066,org.apache.pdfbox.cos.COSOutputStream,3.0,1.0,25,14.0,2.0.28
3067,org.apache.pdfbox.cos.COSStream,3.0,2.0,54,42.0,2.0.28
3068,org.apache.pdfbox.cos.COSString,2.0,4.0,40,25.0,2.0.28
3069,org.apache.pdfbox.cos.PDFDocEncoding,1.0,1.0,16,13.0,2.0.28
3070,org.apache.pdfbox.cos.PDFDocEncodingTest,1.0,2.0,10,4.0,2.0.28
3071,org.apache.pdfbox.cos.TestCOSBase,3.0,3.0,12,4.0,2.0.28
3072,org.apache.pdfbox.cos.TestCOSFloat,5.0,13.0,34,18.0,2.0.28
3073,org.apache.pdfbox.cos.TestCOSFloat.AcceptTester,2.0,1.0,15,1.0,2.0.28
3074,org.apache.pdfbox.cos.TestCOSFloat.BaseTester,1.0,1.0,8,4.0,2.0.28
3075,org.apache.pdfbox.cos.TestCOSFloat.DoubleValueTester,2.0,1.0,6,1.0,2.0.28
3076,org.apache.pdfbox.cos.TestCOSFloat.FloatValueTester,2.0,1.0,4,1.0,2.0.28
3077,org.apache.pdfbox.cos.TestCOSFloat.HashCodeTester,2.0,1.0,7,1.0,2.0.28
3078,org.apache.pdfbox.cos.TestCOSFloat.IntValueTester,2.0,1.0,4,1.0,2.0.28
3079,org.apache.pdfbox.cos.TestCOSFloat.LongValueTester,2.0,1.0,4,1.0,2.0.28
3080,org.apache.pdfbox.cos.TestCOSFloat.WritePDFTester,2.0,1.0,16,2.0,2.0.28
3081,org.apache.pdfbox.cos.TestCOSInteger,5.0,10.0,34,18.0,2.0.28
3082,org.apache.pdfbox.cos.TestCOSName,1.0,1.0,17,1.0,2.0.28
3083,org.apache.pdfbox.cos.TestCOSNumber,4.0,7.0,18,3.0,2.0.28
3084,org.apache.pdfbox.cos.TestCOSStream,3.0,1.0,32,11.0,2.0.28
3085,org.apache.pdfbox.cos.TestCOSString,4.0,9.0,57,21.0,2.0.28
3086,org.apache.pdfbox.cos.TestCOSUpdateInfo,1.0,1.0,9,1.0,2.0.28
3087,org.apache.pdfbox.cos.UnmodifiableCOSDictionary,3.0,2.0,6,3.0,2.0.28
3088,org.apache.pdfbox.debugger.PDFDebugger,6.0,2.0,284,165.0,2.0.28
3089,org.apache.pdfbox.debugger.PDFDebugger.DocumentOpener,1.0,1.0,10,4.0,2.0.28
3090,org.apache.pdfbox.debugger.colorpane.CSArrayBased,1.0,1.0,18,15.0,2.0.28
3091,org.apache.pdfbox.debugger.colorpane.CSDeviceN,1.0,2.0,32,6.0,2.0.28
3092,org.apache.pdfbox.debugger.colorpane.CSIndexed,1.0,2.0,37,6.0,2.0.28
3093,org.apache.pdfbox.debugger.colorpane.CSSeparation,1.0,1.0,51,10.0,2.0.28
3094,org.apache.pdfbox.debugger.colorpane.ColorBarCellRenderer,1.0,1.0,4,1.0,2.0.28
3095,org.apache.pdfbox.debugger.colorpane.DeviceNColorant,1.0,3.0,7,7.0,2.0.28
3096,org.apache.pdfbox.debugger.colorpane.DeviceNTableModel,2.0,2.0,9,13.0,2.0.28
3097,org.apache.pdfbox.debugger.colorpane.IndexedColorant,1.0,2.0,13,7.0,2.0.28
3098,org.apache.pdfbox.debugger.colorpane.IndexedTableModel,2.0,2.0,9,14.0,2.0.28
3099,org.apache.pdfbox.debugger.flagbitspane.AnnotFlag,2.0,2.0,16,4.0,2.0.28
3100,org.apache.pdfbox.debugger.flagbitspane.EncryptFlag,2.0,2.0,14,4.0,2.0.28
3101,org.apache.pdfbox.debugger.flagbitspane.FieldFlag,2.0,1.0,12,15.0,2.0.28
3102,org.apache.pdfbox.debugger.flagbitspane.Flag,1.0,4.0,4,1.0,2.0.28
3103,org.apache.pdfbox.debugger.flagbitspane.FlagBitsPane,1.0,1.0,16,9.0,2.0.28
3104,org.apache.pdfbox.debugger.flagbitspane.FlagBitsPaneView,1.0,1.0,19,4.0,2.0.28
3105,org.apache.pdfbox.debugger.flagbitspane.FontFlag,2.0,2.0,15,4.0,2.0.28
3106,org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,2.0,5.0,31,16.0,2.0.28
3107,org.apache.pdfbox.debugger.flagbitspane.SigFlag,2.0,2.0,8,4.0,2.0.28
3108,org.apache.pdfbox.debugger.fontencodingpane.FontEncodingPaneController,1.0,1.0,12,6.0,2.0.28
3109,org.apache.pdfbox.debugger.fontencodingpane.FontEncodingView,1.0,2.0,30,7.0,2.0.28
3110,org.apache.pdfbox.debugger.fontencodingpane.FontEncodingView.GlyphCellRenderer,1.0,1.0,37,8.0,2.0.28
3111,org.apache.pdfbox.debugger.fontencodingpane.FontPane,1.0,2.0,8,3.0,2.0.28
3112,org.apache.pdfbox.debugger.fontencodingpane.SimpleFont,2.0,3.0,25,7.0,2.0.28
3113,org.apache.pdfbox.debugger.fontencodingpane.Type0Font,2.0,2.0,29,15.0,2.0.28
3114,org.apache.pdfbox.debugger.fontencodingpane.Type3Font,2.0,3.0,64,17.0,2.0.28
3115,org.apache.pdfbox.debugger.hexviewer.ASCIIPane,4.0,2.0,24,9.0,2.0.28
3116,org.apache.pdfbox.debugger.hexviewer.AddressPane,4.0,1.0,17,9.0,2.0.28
3117,org.apache.pdfbox.debugger.hexviewer.HexChangedEvent,1.0,2.0,3,3.0,2.0.28
3118,org.apache.pdfbox.debugger.hexviewer.HexEditor,5.0,1.0,58,14.0,2.0.28
3119,org.apache.pdfbox.debugger.hexviewer.HexModel,1.0,3.0,26,24.0,2.0.28
3120,org.apache.pdfbox.debugger.hexviewer.HexModelChangedEvent,1.0,2.0,3,3.0,2.0.28
3121,org.apache.pdfbox.debugger.hexviewer.HexPane,5.0,9.0,75,51.0,2.0.28
3122,org.apache.pdfbox.debugger.hexviewer.HexView,1.0,1.0,18,5.0,2.0.28
3123,org.apache.pdfbox.debugger.hexviewer.SelectEvent,1.0,2.0,3,3.0,2.0.28
3124,org.apache.pdfbox.debugger.hexviewer.StatusPane,5.0,1.0,13,3.0,2.0.28
3125,org.apache.pdfbox.debugger.hexviewer.UpperPane,5.0,1.0,11,3.0,2.0.28
3126,org.apache.pdfbox.debugger.pagepane.PagePane,1.0,6.0,114,46.0,2.0.28
3127,org.apache.pdfbox.debugger.pagepane.PagePane.RenderWorker,2.0,1.0,26,3.0,2.0.28
3128,org.apache.pdfbox.debugger.streampane.OperatorMarker,1.0,1.0,11,3.0,2.0.28
3129,org.apache.pdfbox.debugger.streampane.Stream,1.0,3.0,47,24.0,2.0.28
3130,org.apache.pdfbox.debugger.streampane.StreamImageView,1.0,2.0,55,10.0,2.0.28
3131,org.apache.pdfbox.debugger.streampane.StreamPane,1.0,2.0,50,18.0,2.0.28
3132,org.apache.pdfbox.debugger.streampane.StreamPane.DocumentCreator,2.0,1.0,62,39.0,2.0.28
3133,org.apache.pdfbox.debugger.streampane.StreamPaneView,1.0,1.0,13,4.0,2.0.28
3134,org.apache.pdfbox.debugger.streampane.StreamTextView,1.0,3.0,32,11.0,2.0.28
3135,org.apache.pdfbox.debugger.streampane.tooltip.ColorToolTip,1.0,4.0,13,6.0,2.0.28
3136,org.apache.pdfbox.debugger.streampane.tooltip.FontToolTip,1.0,2.0,15,7.0,2.0.28
3137,org.apache.pdfbox.debugger.streampane.tooltip.GToolTip,2.0,1.0,7,3.0,2.0.28
3138,org.apache.pdfbox.debugger.streampane.tooltip.KToolTip,2.0,1.0,19,7.0,2.0.28
3139,org.apache.pdfbox.debugger.streampane.tooltip.RGToolTip,2.0,1.0,7,3.0,2.0.28
3140,org.apache.pdfbox.debugger.streampane.tooltip.SCNToolTip,2.0,1.0,15,5.0,2.0.28
3141,org.apache.pdfbox.debugger.streampane.tooltip.ToolTipController,1.0,1.0,30,21.0,2.0.28
3142,org.apache.pdfbox.debugger.stringpane.StringPane,1.0,3.0,19,7.0,2.0.28
3143,org.apache.pdfbox.debugger.treestatus.TreeStatus,1.0,2.0,47,26.0,2.0.28
3144,org.apache.pdfbox.debugger.treestatus.TreeStatusPane,1.0,1.0,29,9.0,2.0.28
3145,org.apache.pdfbox.debugger.ui.ArrayEntry,1.0,3.0,6,6.0,2.0.28
3146,org.apache.pdfbox.debugger.ui.DebugLog,1.0,4.0,21,25.0,2.0.28
3147,org.apache.pdfbox.debugger.ui.DocumentEntry,1.0,2.0,12,5.0,2.0.28
3148,org.apache.pdfbox.debugger.ui.ErrorDialog,6.0,4.0,63,23.0,2.0.28
3149,org.apache.pdfbox.debugger.ui.FileOpenSaveDialog,1.0,1.0,17,13.0,2.0.28
3150,org.apache.pdfbox.debugger.ui.HighResolutionImageIcon,1.0,1.0,5,4.0,2.0.28
3151,org.apache.pdfbox.debugger.ui.ImageTypeMenu,2.0,1.0,18,19.0,2.0.28
3152,org.apache.pdfbox.debugger.ui.ImageUtil,1.0,1.0,13,7.0,2.0.28
3153,org.apache.pdfbox.debugger.ui.LogDialog,6.0,4.0,37,28.0,2.0.28
3154,org.apache.pdfbox.debugger.ui.MapEntry,1.0,3.0,8,8.0,2.0.28
3155,org.apache.pdfbox.debugger.ui.MenuBase,1.0,1.0,10,7.0,2.0.28
3156,org.apache.pdfbox.debugger.ui.OSXAdapter,1.0,1.0,33,26.0,2.0.28
3157,org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer,6.0,2.0,43,49.0,2.0.28
3158,org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer.OverlayIcon,2.0,1.0,8,4.0,2.0.28
3159,org.apache.pdfbox.debugger.ui.PDFTreeModel,1.0,8.0,46,39.0,2.0.28
3160,org.apache.pdfbox.debugger.ui.PageEntry,1.0,2.0,12,9.0,2.0.28
3161,org.apache.pdfbox.debugger.ui.PrintDpiMenu,2.0,1.0,15,11.0,2.0.28
3162,org.apache.pdfbox.debugger.ui.PrintDpiMenu.PrintDpiMenuItem,7.0,0.0,2,1.0,2.0.28
3163,org.apache.pdfbox.debugger.ui.ReaderBottomPanel,5.0,2.0,16,4.0,2.0.28
3164,org.apache.pdfbox.debugger.ui.RecentFiles,1.0,1.0,37,25.0,2.0.28
3165,org.apache.pdfbox.debugger.ui.RenderDestinationMenu,2.0,1.0,18,16.0,2.0.28
3166,org.apache.pdfbox.debugger.ui.RotationMenu,2.0,1.0,18,19.0,2.0.28
3167,org.apache.pdfbox.debugger.ui.Tree,5.0,1.0,59,44.0,2.0.28
3168,org.apache.pdfbox.debugger.ui.WindowPrefs,1.0,1.0,14,7.0,2.0.28
3169,org.apache.pdfbox.debugger.ui.ZoomMenu,2.0,2.0,26,17.0,2.0.28
3170,org.apache.pdfbox.debugger.ui.ZoomMenu.ZoomMenuItem,7.0,0.0,2,1.0,2.0.28
3171,org.apache.pdfbox.debugger.ui.textsearcher.SearchEngine,1.0,1.0,18,6.0,2.0.28
3172,org.apache.pdfbox.debugger.ui.textsearcher.SearchPanel,1.0,1.0,55,15.0,2.0.28
3173,org.apache.pdfbox.debugger.ui.textsearcher.Searcher,1.0,3.0,54,30.0,2.0.28
3174,org.apache.pdfbox.encryption.TestPublicKeyEncryption,1.0,6.0,80,17.0,2.0.28
3175,org.apache.pdfbox.encryption.TestSymmetricKeyEncryption,3.0,1.0,120,27.0,2.0.28
3176,org.apache.pdfbox.examples.ant.PDFToTextTask,3.0,1.0,18,5.0,2.0.28
3177,org.apache.pdfbox.examples.interactive.form.AddBorderToField,1.0,1.0,16,2.0,2.0.28
3178,org.apache.pdfbox.examples.interactive.form.CreateCheckBox,1.0,1.0,97,11.0,2.0.28
3179,org.apache.pdfbox.examples.interactive.form.CreateMultiWidgetsForm,1.0,1.0,36,2.0,2.0.28
3180,org.apache.pdfbox.examples.interactive.form.CreatePushButton,1.0,1.0,41,1.0,2.0.28
3181,org.apache.pdfbox.examples.interactive.form.CreateRadioButtons,1.0,1.0,75,9.0,2.0.28
3182,org.apache.pdfbox.examples.interactive.form.CreateSimpleForm,1.0,1.0,42,2.0,2.0.28
3183,org.apache.pdfbox.examples.interactive.form.CreateSimpleFormWithEmbeddedFont,1.0,1.0,41,2.0,2.0.28
3184,org.apache.pdfbox.examples.interactive.form.FieldTriggers,1.0,1.0,28,2.0,2.0.28
3185,org.apache.pdfbox.examples.interactive.form.FillFormField,1.0,1.0,10,3.0,2.0.28
3186,org.apache.pdfbox.examples.interactive.form.PrintFields,1.0,1.0,21,11.0,2.0.28
3187,org.apache.pdfbox.examples.interactive.form.SetField,1.0,1.0,21,15.0,2.0.28
3188,org.apache.pdfbox.examples.interactive.form.TestCreateSimpleForms,1.0,5.0,63,9.0,2.0.28
3189,org.apache.pdfbox.examples.interactive.form.UpdateFieldOnDocumentOpen,1.0,1.0,10,2.0,2.0.28
3190,org.apache.pdfbox.examples.lucene.IndexPDFFiles,1.0,1.0,36,16.0,2.0.28
3191,org.apache.pdfbox.examples.lucene.LucenePDFDocument,1.0,1.0,68,31.0,2.0.28
3192,org.apache.pdfbox.examples.pdfa.CreatePDFATest,3.0,1.0,33,3.0,2.0.28
3193,org.apache.pdfbox.examples.pdmodel.AddAnnotations,1.0,1.0,76,5.0,2.0.28
3194,org.apache.pdfbox.examples.pdmodel.AddImageToPDF,1.0,1.0,17,5.0,2.0.28
3195,org.apache.pdfbox.examples.pdmodel.AddJavascript,1.0,1.0,14,6.0,2.0.28
3196,org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage,1.0,1.0,28,12.0,2.0.28
3197,org.apache.pdfbox.examples.pdmodel.AddMetadataFromDocInfo,1.0,1.0,41,6.0,2.0.28
3198,org.apache.pdfbox.examples.pdmodel.CreateBlankPDF,1.0,1.0,10,3.0,2.0.28
3199,org.apache.pdfbox.examples.pdmodel.CreateBookmarks,1.0,1.0,24,7.0,2.0.28
3200,org.apache.pdfbox.examples.pdmodel.CreateGradientShadingPDF,1.0,1.0,41,5.0,2.0.28
3201,org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF,1.0,1.0,29,6.0,2.0.28
3202,org.apache.pdfbox.examples.pdmodel.CreatePDFA,1.0,1.0,43,4.0,2.0.28
3203,org.apache.pdfbox.examples.pdmodel.CreatePageLabels,1.0,1.0,15,2.0,2.0.28
3204,org.apache.pdfbox.examples.pdmodel.CreatePatternsPDF,1.0,1.0,33,2.0,2.0.28
3205,org.apache.pdfbox.examples.pdmodel.CreatePortableCollection,1.0,1.0,59,5.0,2.0.28
3206,org.apache.pdfbox.examples.pdmodel.CreateSeparationColorBox,1.0,1.0,23,2.0,2.0.28
3207,org.apache.pdfbox.examples.pdmodel.EmbeddedFiles,1.0,1.0,43,6.0,2.0.28
3208,org.apache.pdfbox.examples.pdmodel.EmbeddedFonts,1.0,1.0,18,2.0,2.0.28
3209,org.apache.pdfbox.examples.pdmodel.EmbeddedMultipleFonts,1.0,1.0,34,10.0,2.0.28
3210,org.apache.pdfbox.examples.pdmodel.EmbeddedVerticalFonts,1.0,1.0,22,2.0,2.0.28
3211,org.apache.pdfbox.examples.pdmodel.ExtractEmbeddedFiles,1.0,1.0,39,26.0,2.0.28
3212,org.apache.pdfbox.examples.pdmodel.ExtractMetadata,1.0,1.0,47,24.0,2.0.28
3213,org.apache.pdfbox.examples.pdmodel.ExtractTTFFonts,1.0,1.0,32,32.0,2.0.28
3214,org.apache.pdfbox.examples.pdmodel.GoToSecondBookmarkOnOpen,1.0,1.0,21,8.0,2.0.28
3215,org.apache.pdfbox.examples.pdmodel.HelloWorld,1.0,1.0,17,3.0,2.0.28
